"timestamp","cycle_id","cycle_second","total_cycle_time_s","cycle_phase","active_mode","Press_target_pressure_bar_g","Press_target_chamber","target_pressure_error_bar","load_pressure_bar_g","pump_rpm","pump_rated_rpm","pump_speed_percent","V_DIR_PA_opening_percent","V_DIR_PB_opening_percent","V_DIR_AT_opening_percent","V_DIR_BT_opening_percent","V_RELIEF_opening_percent","exit_code","solver_warning","contains_inf_or_nan","calculated_flow_rate_L_min","calculated_flow_rate_m3_h","C_SUCTION_velocity_m_s","C_PRESSURE_velocity_m_s","V_DIR_PA_velocity_m_s","V_DIR_PB_velocity_m_s","C_A_LINE_velocity_m_s","C_B_LINE_velocity_m_s","V_DIR_BT_velocity_m_s","V_DIR_AT_velocity_m_s","C_RETURN_velocity_m_s","V_RELIEF_velocity_m_s","C_RELIEF_velocity_m_s","max_active_velocity_m_s","pump_head_m","pump_delta_pressure_bar","hydraulic_power_kW","N_PUMP_IN_pressure_bar_g","N_PUMP_OUT_pressure_bar_g","N_VALVE_P_pressure_bar_g","N_VALVE_A_pressure_bar_g","N_VALVE_B_pressure_bar_g","N_VALVE_T_pressure_bar_g","N_CYL_CAP_pressure_bar_g","N_CYL_ROD_pressure_bar_g","C_SUCTION_pressure_loss_bar","C_PRESSURE_pressure_loss_bar","C_A_LINE_pressure_loss_bar","C_B_LINE_pressure_loss_bar","C_RETURN_pressure_loss_bar","V_DIR_PA_pressure_loss_bar","V_DIR_PB_pressure_loss_bar","V_DIR_AT_pressure_loss_bar","V_DIR_BT_pressure_loss_bar","V_RELIEF_pressure_loss_bar","V_DIR_PA_Kv_effective_m3_h","V_DIR_PB_Kv_effective_m3_h","V_DIR_AT_Kv_effective_m3_h","V_DIR_BT_Kv_effective_m3_h","V_RELIEF_Kv_effective_m3_h","C_SUCTION_direction","C_PRESSURE_direction","C_A_LINE_direction","C_B_LINE_direction","C_RETURN_direction","relief_open","input_note"
"2026-07-09 13:00:00","1","0","14","하강","downstroke","170.3","cap","0","170.3000","1605","1800","89.17","65","0","0","65","0","0","no","no","18.5880","1.1153","0.8944","6.1633","6.1633","0.0000","6.1633","6.1633","6.1633","0.0000","1.5408","0.0000","0.0000","6.1633","2181.3167","183.9661","5.6993","-0.0934","183.8727","183.1155","172.9881","10.1445","0.0171","170.3000","12.4030","0.0133","0.7572","2.5954","2.3513","0.0592","10.1274","0.0000","0.0000","10.1274","0.0000","0.3250","0.0000","0.0000","0.3250","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","forward(N_VALVE_A->N_CYL_CAP)","reverse(N_CYL_ROD->N_VALVE_B)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_downstroke_input"
"2026-07-09 13:00:01","1","1","14","하강","downstroke","174.967","cap","0","174.9670","1638","1800","91","68.3","0","0","68.3","0","0","no","no","20.3995","1.2240","0.9816","6.7639","6.7639","0.0000","6.7639","6.7639","6.7639","0.0000","1.6910","0.0000","0.0000","6.7639","2251.6795","189.9003","6.4565","-0.0949","189.8054","188.9588","177.9114","11.0704","0.0231","174.9670","13.5615","0.0148","0.8467","2.8516","2.5838","0.0652","11.0474","0.0000","0.0000","11.0474","0.0000","0.3415","0.0000","0.0000","0.3415","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","forward(N_VALVE_A->N_CYL_CAP)","reverse(N_CYL_ROD->N_VALVE_B)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_downstroke_input"
"2026-07-09 13:00:02","1","2","14","하강","downstroke","179.633","cap","0","179.6330","1672","1800","92.89","71.7","0","0","71.7","0","0","no","no","22.3249","1.3395","1.0743","7.4023","7.4023","0.0000","7.4023","7.4023","7.4023","0.0000","1.8506","0.0000","0.0000","7.4023","2322.7952","195.8980","7.289","-0.0965","195.8015","194.8567","182.8506","12.0356","0.0295","179.6330","14.7745","0.0164","0.9448","3.1248","2.8317","0.0716","12.0061","0.0000","0.0000","12.0061","0.0000","0.3585","0.0000","0.0000","0.3585","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","forward(N_VALVE_A->N_CYL_CAP)","reverse(N_CYL_ROD->N_VALVE_B)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_downstroke_input"
"2026-07-09 13:00:03","1","3","14","하강","downstroke","184.3","cap","0","184.3000","1705","1800","94.72","75","0","0","75","0","0","no","no","24.1423","1.4485","1.1617","8.0049","8.0049","0.0000","8.0049","8.0049","8.0049","0.0000","2.0012","0.0000","0.0000","8.0049","2392.1409","201.7464","8.1177","-0.0980","201.6484","200.6080","187.7760","12.8676","0.0356","184.3000","15.8411","0.0179","1.0404","3.3832","3.0663","0.0777","12.8320","0.0000","0.0000","12.8320","0.0000","0.3750","0.0000","0.0000","0.3750","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","forward(N_VALVE_A->N_CYL_CAP)","reverse(N_CYL_ROD->N_VALVE_B)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_downstroke_input"
"2026-07-09 13:00:04","1","4","14","하강","downstroke","188.967","cap","0","188.9670","1738","1800","96.56","78.3","0","0","78.3","0","0","no","no","25.9618","1.5577","1.2493","8.6082","8.6082","0.0000","8.6082","8.6082","8.6082","0.0000","2.1521","0.0000","0.0000","8.6082","2461.0182","207.5554","8.9809","-0.0996","207.4557","206.3169","192.7023","13.6563","0.0417","188.9670","16.8652","0.0195","1.1389","3.6425","3.3017","0.0839","13.6146","0.0000","0.0000","13.6146","0.0000","0.3915","0.0000","0.0000","0.3915","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","forward(N_VALVE_A->N_CYL_CAP)","reverse(N_CYL_ROD->N_VALVE_B)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_downstroke_input"
"2026-07-09 13:00:05","1","5","14","하강","downstroke","193.633","cap","0","193.6330","1772","1800","98.44","81.7","0","0","81.7","0","0","no","no","27.8860","1.6732","1.3419","9.2463","9.2463","0.0000","9.2463","9.2463","9.2463","0.0000","2.3116","0.0000","0.0000","9.2463","2530.5324","213.4180","9.919","-0.1013","213.3166","212.0706","197.6431","14.4757","0.0482","193.6330","17.9342","0.0212","1.2461","3.9173","3.5513","0.0904","14.4275","0.0000","0.0000","14.4275","0.0000","0.4085","0.0000","0.0000","0.4085","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","forward(N_VALVE_A->N_CYL_CAP)","reverse(N_CYL_ROD->N_VALVE_B)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_downstroke_input"
"2026-07-09 13:00:06","1","6","14","하강","downstroke","198.3","cap","0","198.3000","1805","1800","100.28","85","0","0","85","0","0","no","no","29.7048","1.7823","1.4294","9.8493","9.8493","0.0000","9.8493","9.8493","9.8493","0.0000","2.4623","0.0000","0.0000","9.8493","2598.4775","219.1483","10.8496","-0.1030","219.0453","217.6950","202.5706","15.1788","0.0544","198.3000","18.8740","0.0229","1.3503","4.1779","3.7879","0.0966","15.1244","0.0000","0.0000","15.1244","0.0000","0.4250","0.0000","0.0000","0.4250","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","forward(N_VALVE_A->N_CYL_CAP)","reverse(N_CYL_ROD->N_VALVE_B)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_downstroke_input"
"2026-07-09 13:00:07","1","7","14","가압유지","downstroke","225.3","cap","132.8002","92.4998","1108","1800","61.56","20","0","0","20","0","0","no","no","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0","1098.8351","92.6727","0","-0.0801","92.5925","92.5925","92.5925","-0.0422","-0.0422","92.4998","-0.1349","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.1000","0.0000","0.0000","0.1000","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","forward(N_VALVE_A->N_CYL_CAP)","reverse(N_CYL_ROD->N_VALVE_B)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_pressure_hold_input"
"2026-07-09 13:00:08","1","8","14","상승","upstroke","125.3","rod","0","125.3000","1404","1800","78","0","65","65","0","0","0","no","no","18.4160","1.1050","0.8862","6.1062","0.0000","6.1062","6.1062","6.1062","0.0000","6.1062","1.5266","0.0000","0.0000","6.1062","1642.2662","138.5041","4.2512","-0.0933","138.4108","137.6622","9.9574","127.7213","0.0165","12.4349","125.3000","0.0131","0.7486","2.5703","2.3285","0.0587","0.0000","9.9409","9.9409","0.0000","0.0000","0.0000","0.3250","0.3250","0.0000","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","reverse(N_CYL_CAP->N_VALVE_A)","forward(N_VALVE_B->N_CYL_ROD)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_upstroke_input"
"2026-07-09 13:00:09","1","9","14","상승","upstroke","127.9","rod","0","127.9000","1444","1800","80.22","0","69","69","0","0","0","no","no","21.3563","1.2814","1.0277","7.0812","0.0000","7.0812","7.0812","7.0812","0.0000","7.0812","1.7703","0.0000","0.0000","7.0812","1702.1319","143.5530","5.1096","-0.0957","143.4573","142.5625","11.8898","130.6989","0.0262","14.7835","127.9000","0.0156","0.8948","2.9864","2.7061","0.0684","0.0000","11.8636","11.8636","0.0000","0.0000","0.0000","0.3450","0.3450","0.0000","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","reverse(N_CYL_CAP->N_VALVE_A)","forward(N_VALVE_B->N_CYL_ROD)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_upstroke_input"
"2026-07-09 13:00:10","1","10","14","상승","upstroke","130.5","rod","0","130.5000","1484","1800","82.44","0","73","73","0","0","0","no","no","24.2159","1.4530","1.1653","8.0293","0.0000","8.0293","8.0293","8.0293","0.0000","8.0293","2.0073","0.0000","0.0000","8.0293","1760.0473","148.4374","5.9909","-0.0981","148.3393","147.2952","13.6633","133.6677","0.0358","16.9633","130.5000","0.0180","1.0441","3.3928","3.0749","0.0780","0.0000","13.6275","13.6275","0.0000","0.0000","0.0000","0.3650","0.3650","0.0000","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","reverse(N_CYL_CAP->N_VALVE_A)","forward(N_VALVE_B->N_CYL_ROD)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_upstroke_input"
"2026-07-09 13:00:11","1","11","14","상승","upstroke","133.1","rod","0","133.1000","1524","1800","84.67","0","77","77","0","0","0","no","no","27.0133","1.6208","1.2999","8.9569","0.0000","8.9569","8.9569","8.9569","0.0000","8.9569","2.2392","0.0000","0.0000","8.9569","1816.1512","153.1691","6.896","-0.1006","153.0685","151.8717","15.2869","136.6300","0.0452","18.9859","133.1000","0.0204","1.1968","3.7918","3.4372","0.0874","0.0000","15.2417","15.2417","0.0000","0.0000","0.0000","0.3850","0.3850","0.0000","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","reverse(N_CYL_CAP->N_VALVE_A)","forward(N_VALVE_B->N_CYL_ROD)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_upstroke_input"
"2026-07-09 13:00:12","1","12","14","상승","upstroke","135.7","rod","0","135.7000","1564","1800","86.89","0","81","81","0","0","0","no","no","29.7595","1.7856","1.4320","9.8674","0.0000","9.8674","9.8674","9.8674","0.0000","9.8674","2.4669","0.0000","0.0000","9.8674","1870.5815","157.7596","7.8247","-0.1030","157.6566","156.3033","16.7710","139.5870","0.0546","20.8629","135.7000","0.0229","1.3532","4.1848","3.7942","0.0968","0.0000","16.7163","16.7163","0.0000","0.0000","0.0000","0.4050","0.4050","0.0000","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","reverse(N_CYL_CAP->N_VALVE_A)","forward(N_VALVE_B->N_CYL_ROD)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_upstroke_input"
"2026-07-09 13:00:13","1","13","14","상승","upstroke","138.3","rod","0","138.3000","1604","1800","89.11","0","85","85","0","0","0","no","no","32.4617","1.9477","1.5620","10.7634","0.0000","10.7634","10.7634","10.7634","0.0000","10.7634","2.6909","0.0000","0.0000","10.7634","1923.4752","162.2205","8.7766","-0.1056","162.1149","160.6015","18.1259","142.5396","0.0639","22.6059","138.3000","0.0254","1.5134","4.5728","4.1468","0.1061","0.0000","18.0620","18.0620","0.0000","0.0000","0.0000","0.4250","0.4250","0.0000","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","reverse(N_CYL_CAP->N_VALVE_A)","forward(N_VALVE_B->N_CYL_ROD)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_upstroke_input"
"2026-07-09 13:00:14","2","0","16","하강","downstroke","170.6","cap","0","170.6000","1610","1800","89.44","65","0","0","65","0","0","no","no","18.9639","1.1378","0.9125","6.2879","6.2879","0.0000","6.2879","6.2879","6.2879","0.0000","1.5720","0.0000","0.0000","6.2879","2190.6224","184.7509","5.8393","-0.0937","184.6572","183.8819","173.3406","10.5595","0.0183","170.6000","12.8657","0.0136","0.7754","2.6479","2.3989","0.0605","10.5412","0.0000","0.0000","10.5412","0.0000","0.3250","0.0000","0.0000","0.3250","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","forward(N_VALVE_A->N_CYL_CAP)","reverse(N_CYL_ROD->N_VALVE_B)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_downstroke_input"
"2026-07-09 13:00:15","2","1","16","하강","downstroke","174.6","cap","0","174.6000","1639","1800","91.06","67.9","0","0","67.9","0","0","no","no","20.5905","1.2354","0.9908","6.8272","6.8272","0.0000","6.8272","6.8272","6.8272","0.0000","1.7068","0.0000","0.0000","6.8272","2251.7949","189.9101","6.5172","-0.0950","189.8150","188.9589","177.5708","11.4118","0.0237","174.6000","13.9268","0.0149","0.8561","2.8780","2.6077","0.0659","11.3882","0.0000","0.0000","11.3882","0.0000","0.3395","0.0000","0.0000","0.3395","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","forward(N_VALVE_A->N_CYL_CAP)","reverse(N_CYL_ROD->N_VALVE_B)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_downstroke_input"
"2026-07-09 13:00:16","2","2","16","하강","downstroke","178.6","cap","0","178.6000","1667","1800","92.61","70.7","0","0","70.7","0","0","no","no","22.1100","1.3266","1.0639","7.3311","7.3311","0.0000","7.3311","7.3311","7.3311","0.0000","1.8328","0.0000","0.0000","7.3311","2311.2899","194.9277","7.1831","-0.0963","194.8314","193.8979","181.7863","12.1403","0.0287","178.6000","14.8508","0.0162","0.9335","3.0935","2.8033","0.0709","12.1116","0.0000","0.0000","12.1116","0.0000","0.3535","0.0000","0.0000","0.3535","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","forward(N_VALVE_A->N_CYL_CAP)","reverse(N_CYL_ROD->N_VALVE_B)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_downstroke_input"
"2026-07-09 13:00:17","2","3","16","하강","downstroke","182.6","cap","0","182.6000","1696","1800","94.22","73.6","0","0","73.6","0","0","no","no","23.7407","1.4244","1.1424","7.8718","7.8718","0.0000","7.8718","7.8718","7.8718","0.0000","1.9679","0.0000","0.0000","7.8718","2371.6669","200.0197","7.9143","-0.0977","199.9220","198.9032","186.0180","12.9194","0.0342","182.6000","15.8402","0.0176","1.0188","3.3252","3.0136","0.0764","12.8852","0.0000","0.0000","12.8852","0.0000","0.3680","0.0000","0.0000","0.3680","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","forward(N_VALVE_A->N_CYL_CAP)","reverse(N_CYL_ROD->N_VALVE_B)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_downstroke_input"
"2026-07-09 13:00:18","2","4","16","하강","downstroke","186.6","cap","0","186.6000","1724","1800","95.78","76.4","0","0","76.4","0","0","no","no","25.2660","1.5160","1.2158","8.3775","8.3775","0.0000","8.3775","8.3775","8.3775","0.0000","2.0944","0.0000","0.0000","8.3775","2430.4674","204.9788","8.6317","-0.0990","204.8798","203.7791","190.2351","13.5833","0.0393","186.6000","16.7013","0.0189","1.1007","3.5423","3.2107","0.0815","13.5440","0.0000","0.0000","13.5440","0.0000","0.3820","0.0000","0.0000","0.3820","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","forward(N_VALVE_A->N_CYL_CAP)","reverse(N_CYL_ROD->N_VALVE_B)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_downstroke_input"
"2026-07-09 13:00:19","2","5","16","하강","downstroke","190.6","cap","0","190.6000","1753","1800","97.39","79.3","0","0","79.3","0","0","no","no","26.8976","1.6139","1.2943","8.9185","8.9185","0.0000","8.9185","8.9185","8.9185","0.0000","2.2296","0.0000","0.0000","8.9185","2490.0790","210.0063","9.4144","-0.1005","209.9058","208.7155","194.4678","14.2925","0.0448","190.6000","17.6217","0.0203","1.1904","3.7751","3.4220","0.0870","14.2476","0.0000","0.0000","14.2476","0.0000","0.3965","0.0000","0.0000","0.3965","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","forward(N_VALVE_A->N_CYL_CAP)","reverse(N_CYL_ROD->N_VALVE_B)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_downstroke_input"
"2026-07-09 13:00:20","2","6","16","하강","downstroke","194.6","cap","0","194.6000","1781","1800","98.94","82.1","0","0","82.1","0","0","no","no","28.4254","1.7055","1.3678","9.4251","9.4251","0.0000","9.4251","9.4251","9.4251","0.0000","2.3563","0.0000","0.0000","9.4251","2548.2202","214.9097","10.1815","-0.1018","214.8079","213.5315","198.6863","14.8953","0.0500","194.6000","18.4229","0.0217","1.2764","3.9935","3.6204","0.0922","14.8452","0.0000","0.0000","14.8452","0.0000","0.4105","0.0000","0.0000","0.4105","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","forward(N_VALVE_A->N_CYL_CAP)","reverse(N_CYL_ROD->N_VALVE_B)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_downstroke_input"
"2026-07-09 13:00:21","2","7","16","하강","downstroke","198.6","cap","0","198.6000","1810","1800","100.56","85","0","0","85","0","0","no","no","30.0553","1.8033","1.4462","9.9655","9.9655","0.0000","9.9655","9.9655","9.9655","0.0000","2.4914","0.0000","0.0000","9.9655","2607.1163","219.8769","11.0141","-0.1033","219.7736","218.4031","202.9198","15.5390","0.0556","198.6000","19.2788","0.0232","1.3704","4.2270","3.8326","0.0978","15.4834","0.0000","0.0000","15.4834","0.0000","0.4250","0.0000","0.0000","0.4250","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","forward(N_VALVE_A->N_CYL_CAP)","reverse(N_CYL_ROD->N_VALVE_B)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_downstroke_input"
"2026-07-09 13:00:22","2","8","16","가압유지","downstroke","225.6","cap","131.7572","93.8428","1116","1800","62","20","0","0","20","0","0","no","no","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0","1114.7600","94.0157","0","-0.0801","93.9356","93.9356","93.9356","-0.0422","-0.0422","93.8428","-0.1349","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.1000","0.0000","0.0000","0.1000","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","forward(N_VALVE_A->N_CYL_CAP)","reverse(N_CYL_ROD->N_VALVE_B)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_pressure_hold_input"
"2026-07-09 13:00:23","2","9","16","상승","upstroke","125.6","rod","0","125.6000","1408","1800","78.22","0","65","65","0","0","0","no","no","18.6462","1.1188","0.8972","6.1826","0.0000","6.1826","6.1826","6.1826","0.0000","6.1826","1.5456","0.0000","0.0000","6.1826","1649.2626","139.0942","4.3226","-0.0934","139.0007","138.2411","10.2082","128.0501","0.0172","12.7175","125.6000","0.0133","0.7596","2.6020","2.3574","0.0594","0.0000","10.1910","10.1910","0.0000","0.0000","0.0000","0.3250","0.3250","0.0000","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","reverse(N_CYL_CAP->N_VALVE_A)","forward(N_VALVE_B->N_CYL_ROD)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_upstroke_input"
"2026-07-09 13:00:24","2","10","16","상승","upstroke","127.767","rod","0","127.7670","1441","1800","80.06","0","68.3","68.3","0","0","0","no","no","21.0619","1.2637","1.0135","6.9836","0.0000","6.9836","6.9836","6.9836","0.0000","6.9836","1.7459","0.0000","0.0000","6.9836","1698.8812","143.2789","5.0295","-0.0954","143.1834","142.3038","11.8017","130.5273","0.0252","14.6528","127.7670","0.0153","0.8797","2.9439","2.6675","0.0674","0.0000","11.7765","11.7765","0.0000","0.0000","0.0000","0.3415","0.3415","0.0000","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","reverse(N_CYL_CAP->N_VALVE_A)","forward(N_VALVE_B->N_CYL_ROD)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_upstroke_input"
"2026-07-09 13:00:25","2","11","16","상승","upstroke","129.933","rod","0","129.9330","1475","1800","81.94","0","71.7","71.7","0","0","0","no","no","23.5183","1.4111","1.1317","7.7980","0.0000","7.7980","7.7980","7.7980","0.0000","7.7980","1.9495","0.0000","0.0000","7.798","1748.1984","147.4381","5.7792","-0.0975","147.3406","146.3338","13.3575","133.0098","0.0334","16.5573","129.9330","0.0174","1.0068","3.2926","2.9840","0.0756","0.0000","13.3240","13.3240","0.0000","0.0000","0.0000","0.3585","0.3585","0.0000","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","reverse(N_CYL_CAP->N_VALVE_A)","forward(N_VALVE_B->N_CYL_ROD)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_upstroke_input"
"2026-07-09 13:00:26","2","12","16","상승","upstroke","132.1","rod","0","132.1000","1508","1800","83.78","0","75","75","0","0","0","no","no","25.8336","1.5500","1.2431","8.5657","0.0000","8.5657","8.5657","8.5657","0.0000","8.5657","2.1414","0.0000","0.0000","8.5657","1795.1728","151.3998","6.5187","-0.0995","151.3003","150.1690","14.7341","135.4760","0.0412","18.2636","132.1000","0.0194","1.1314","3.6222","3.2833","0.0834","0.0000","14.6929","14.6929","0.0000","0.0000","0.0000","0.3750","0.3750","0.0000","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","reverse(N_CYL_CAP->N_VALVE_A)","forward(N_VALVE_B->N_CYL_ROD)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_upstroke_input"
"2026-07-09 13:00:27","2","13","16","상승","upstroke","134.267","rod","0","134.2670","1541","1800","85.61","0","78.3","78.3","0","0","0","no","no","28.1126","1.6868","1.3528","9.3214","0.0000","9.3214","9.3214","9.3214","0.0000","9.3214","2.3303","0.0000","0.0000","9.3214","1840.9717","155.2624","7.2747","-0.1015","155.1608","153.9025","16.0129","137.9386","0.0490","19.8677","134.2670","0.0214","1.2584","3.9476","3.5788","0.0911","0.0000","15.9639","15.9639","0.0000","0.0000","0.0000","0.3915","0.3915","0.0000","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","reverse(N_CYL_CAP->N_VALVE_A)","forward(N_VALVE_B->N_CYL_ROD)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_upstroke_input"
"2026-07-09 13:00:28","2","14","16","상승","upstroke","136.433","rod","0","136.4330","1575","1800","87.5","0","81.7","81.7","0","0","0","no","no","30.4486","1.8269","1.4652","10.0959","0.0000","10.0959","10.0959","10.0959","0.0000","10.0959","2.5240","0.0000","0.0000","10.0959","1886.5502","159.1063","8.0743","-0.1037","159.0027","157.6095","17.2579","140.4086","0.0569","21.4474","136.4330","0.0235","1.3932","4.2823","3.8828","0.0991","0.0000","17.2009","17.2009","0.0000","0.0000","0.0000","0.4085","0.4085","0.0000","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","reverse(N_CYL_CAP->N_VALVE_A)","forward(N_VALVE_B->N_CYL_ROD)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_upstroke_input"
"2026-07-09 13:00:29","2","15","16","상승","upstroke","138.6","rod","0","138.6000","1608","1800","89.33","0","85","85","0","0","0","no","no","32.6660","1.9600","1.5719","10.8312","0.0000","10.8312","10.8312","10.8312","0.0000","10.8312","2.7078","0.0000","0.0000","10.8312","1930.1844","162.7863","8.8626","-0.1057","162.6806","161.1552","18.3546","142.8651","0.0646","22.8628","138.6000","0.0256","1.5254","4.6009","4.1723","0.1068","0.0000","18.2901","18.2901","0.0000","0.0000","0.0000","0.4250","0.4250","0.0000","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","reverse(N_CYL_CAP->N_VALVE_A)","forward(N_VALVE_B->N_CYL_ROD)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_upstroke_input"
"2026-07-09 13:00:30","3","0","12","하강","downstroke","170.9","cap","0","170.9000","1615","1800","89.72","65","0","0","65","0","0","no","no","19.3346","1.1601","0.9304","6.4108","6.4108","0.0000","6.4108","6.4108","6.4108","0.0000","1.6027","0.0000","0.0000","6.4108","2199.9447","185.5372","5.9788","-0.0940","185.4431","184.6497","173.6924","10.9768","0.0195","170.9000","13.3300","0.0139","0.7934","2.6996","2.4459","0.0617","10.9573","0.0000","0.0000","10.9573","0.0000","0.3250","0.0000","0.0000","0.3250","0.0000","forward(N_TANK_SUCTION->N_PUMP_IN)","forward(N_PUMP_OUT->N_VALVE_P)","forward(N_VALVE_A->N_CYL_CAP)","reverse(N_CYL_ROD->N_VALVE_B)","forward(N_VALVE_T->N_TANK_RETURN)","no","final_normal_downstroke_input"
